Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
TotalEnergies,TotalEnergiesVietnam,100067341263421,ENERGY_COMPANY,VN,"Cùng TotalEnergies Việt Nam cập nhật kỹ thuật tiên tiến, xu hướng công nghệ mới, và các bí quyết bảo ",2015-11-05 08:20:53,10278910,10280319,2024-02-16 04:00:01 GMT,2024-02-16,04:00:01,Photo,"1,729",918,623,38,60,41,3,0,1,45,,-,0,0,0,N/A,https://www.facebook.com/100067341263421/posts/711105327810836,"LÁ CHẮN HOÀN HẢO BẢO VỆ ĐỘNG CƠ 🚗🚗 Người bạn đồng hành trên mọi con đường của bạn, dù cho có mạnh mẽ băng rừng, chạy vi vu trên cao tốc hay mượt bền lách qua ngõ ngách,... thì cũng cần được bảo vệ trước cặn bẩn và mài mòn. 🔰 TotalEnergies với công nghệ Lá chắn động cơ (Clean-shield technology) được trang bị trên các dòng sản phẩm dầu nhớt Quartz dành cho ô tô, sẽ bảo vệ động cơ khỏi đóng cặn và mài mòn, giúp bạn vững tâm chinh phục hành trình xa. Cùng TotalEnergies bảo vệ động cơ với công nghệ Lá chắn động cơ! TotalEnergies Việt Nam: https://bit.ly/3ubXlIp:=:https://totalenergies.vn/ #TotalEnergies #Quartz #HanhTrinhChuyenDongBenBiTienPhong",https://www.facebook.com/photo.php?fbid=711105101144192&set=a.640998038154899&type=3,,,,,,,,4.06
TotalEnergies,TotalEnergiesSlovensko,100064118288784,ENERGY_COMPANY,CZ,"TotalEnergies je energetická spoločnosť, ktorá vyrába a predáva energie po celom svete.",2016-03-29 11:44:35,10309665,10310142,2024-05-18 07:00:08 BST,2024-05-18,07:00:08,Photo,734,531,54,2,144,1,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064118288784/posts/826779086136027,"Nájde sa tu ešte niekto, kto jazdí podľa autoatlasu, a keď sa stratí, spýta sa na cestu okoloidúcich? 😄🗺",https://www.facebook.com/photo.php?fbid=826779086136027&set=a.688324326648171&type=3,,,Timeline photos,,,,,4.06
bp,BPSenegal,100063655255891,ENERGY_COMPANY,GB,"Sur la frontière maritime entre la Mauritanie et le Sénégal, BP et ses partenaires développent un gis",2019-06-11 08:26:32,1073213,1073480,2024-02-15 11:01:20 GMT,2024-02-15,11:01:20,Photo,77,53,5,15,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063655255891/posts/896785965786570,"Notre projet Grand Tortue Ahmeyim (GTA) Phase 1 fait des vagues ! Cette installation flottante de gaz naturel liquéfié (FLNG), composante essentielle du projet, est arrivée au Hub GTA, à la frontière maritime entre la Mauritanie et le Sénégal. Sa principale fonction est de refroidir le gaz pour le transformer en liquide, réduisant ainsi son volume de 600 fois, ce qui le rend plus efficace pour le transport. Lorsqu'il sera pleinement opérationnel, il est conçu pour traiter 2,3 millions de tonnes de gaz naturel liquéfié (GNL) par an, soit l'équivalent d’une fois et demie le stade Léopold Sédar Senghor de Dakar. Il s'agit là d'une nouvelle étape importante vers la livraison et le démarrage en toute sécurité de GTA.",https://www.facebook.com/photo.php?fbid=896785925786574&set=a.791038156361352&type=3,,,Photos from bp's post,,,,,4.05
TotalEnergies,TotalEnergiesCambodge,100064761486923,ENERGY_COMPANY,KH,TotalEnergies គឺជាក្រុមហ៊ុនថាមពលចម្រុះដែលផលិតនិងចែកចាយថាមពលទូទាំងពិភពលោក។,2014-06-16 09:31:37,10284904,10295637,2024-03-01 06:47:57 GMT,2024-03-01,06:47:57,Photo,457,410,9,27,5,3,2,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100064761486923/posts/823972149771494,[English Below] ⛽️ តោះមកឆែកមើលតម្លៃសាំងក្នុងថ្ងៃនេះទាំងអស់គ្នាមើល! ធ្វើការចាក់ឲ្យពេញៗកុំឲ្យអស់សាំងទាន់ដើម្បីបន្តដំណើរទៅមុខបានយ៉ាង រលូនល្អ ជាមួយប្រេងឥន្ធនៈដែលមានគុណភាពខ្ពស់ជួយថែទាំម៉ាស៊ីនរបស់ យានយន្តរបស់អ្នកឱ្យដំណើរការបានរលូនល្អគ្រប់ពេលវេលា! ✍️ គ្រប់តម្លៃប្រេងឥន្ធនៈ របស់តូតាល់អេនើជីត្រូវបានអនុម័តពីក្រសួង ពាណិជ្ជកម្មផ្ទាល់ តម្លៃប្រេងឥន្ធនៈនេះគិតចាប់ពីថ្ងៃនេះ ម៉ោង 1 រសៀលតទៅ។ សូមធ្វើការតាមដានផេកដើម្បីទទួលបាន​ព័ត៌មានថ្មីៗពីពួកយើង សូមអរគុណសម្រាប់ការគាំទ្ររបស់អ្នកទាំងអស់គ្នា!​ 🙏🏻 ⛽️ Let’s check the fuel prices that are released today together! Fully refill your fuel before it runs out for a smooth drive with high-quality gasoline and help protect your engine to always stay on top-notch. ✍️ TotalEnergies fuel prices are regulated by the ministry of commerce directly. The retail price is estimated from today at 1 pm onwards. Make sure you follow our page to receive new information. Thank you for all your support! 🙏🏻 📌 Telegram Channel: https://t.me/TotalEnergies_Chatbot ☎️ 1800-20-3333 Monday to Friday from 8am - 6pm (free). 📧 customer.kh@totalenergies.com 🌐 kh.totalenergies.com ⬇️ Service - TotalEnergies app #TotalEnergies,https://www.facebook.com/photo.php?fbid=823971093104933&set=a.721446710024039&type=3,,,,,,,,4.04
TotalEnergies,TotalEnergiesJamaica,100068364475235,ENERGY_COMPANY,JM,"TotalEnergies is a broad energy company that produces 
and markets energies on a global scale: oil and biofuels, 
natural gas and green gases, renewables and electricity. ",2015-08-04 21:59:39,10286251,10286687,2024-01-26 14:00:46 GMT,2024-01-26,14:00:46,Photo,113,107,0,0,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100068364475235/posts/688575073431302,Out with the old and in with the new. When was the last time you checked your Tyres? Here are 3 signs it might be time for new ones! #TotalEnergies #TotalTips,https://www.facebook.com/TotalEnergiesJamaica,,,TotalEnergies,"TotalEnergies is a broad energy company that produces 
and markets energies on a global scale: oil an",,,,4.04
TotalEnergies,TotalEnergiesMadagascar,100064623674302,ENERGY_COMPANY,FR,"Ouvert du Lundi au Vendredi de 8h à 12h et de 13h à 17h
",2014-03-28 06:50:30,10291724,10294571,2024-04-04 18:50:13 BST,2024-04-04,18:50:13,Native Video,125,55,8,14,48,0,0,0,0,0,owned,Yes,688,928,0,00:01:50,https://www.facebook.com/100064623674302/posts/803847921779323,"Joyeux Anniversaire TotalEnergies 🥳🎂 1924-2024 Pionniers depuis 100 ans 😍 Le 28 mars 2024 – En présence de Messieurs le Ministre de l’Energie et des Hydrocarbures et le Ministre des Transports et de la Météorologie ainsi que M. L’Ambassadeur de France à Madagascar 👉 TotalEnergies Marketing Madagasikara a célébré le centenaire de la naissance de TotalEnergies aux côtés de son personnel, de ses clients issus de tous les secteurs d’activité de Madagascar, des gérants des stations-service et de tous ses partenaires historiques. 🎆 Une célébration partagée par l’ensemble des 100 000 collaborateurs de TotalEnergies, dans 130 pays dans le monde.",https://www.facebook.com/TotalEnergiesMadagascar/videos/1174795513888113/,,,,,,,,4.03
TotalEnergies,TotalEnergiesZimbabwe,100064895102110,ENERGY_COMPANY,ZW,Welcome to the official page of TotalEnergies Zimbabwe.,2017-01-18 09:09:12,10295093,10296060,2024-02-27 09:38:39 GMT,2024-02-27,09:38:39,Photo,133,111,20,0,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064895102110/posts/796942952478868,"#Quizoftheday 🎲 What is the name of the line of fully synthetic products with Age Resistant Technology (ART)? Its unique combination of hyperactive molecules creates a strong, thick oil film on all relevant engine parts to ensure their proper operation. ⚙️Which is the correct Answer? A) Quartz Ineo and Quartz 9000 B) Quartz 7000",https://www.facebook.com/TotalEnergiesZimbabwe,,,TotalEnergies,Welcome to the official page of TotalEnergies Zimbabwe.,,,,4.03
Shell,ShellThailand,100088706675032,ENERGY_COMPANY,IN,"ให้เชลล์เป็นส่วนหนึ่งในการเติมพลัง... เพื่อขับเคลื่อนการเดินทางไปด้วยกันกับคุณ
",2022-12-06 13:28:42,9602455,9603149,2024-04-08 04:00:18 BST,2024-04-08,04:00:18,Photo,"1,942",1869,17,44,10,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100088706675032/posts/436159942684225,💳 สิทธิพิเศษเฉพาะลูกค้าบัตรเครดิต KTC ที่ปั๊มเชลล์ เพียงเติมน้ำมันครบ 900 บาทขึ้นไป/เซลส์สลิป + ใช้คะแนน KTC FOREVER ทุก 900 คะแนน แลกรับ 2 ต่อ 👆 ต่อที่1 รับเครดิตเงินคืน 10% (คำนวณจากยอดทุก 900 คะแนนที่แลก) ✌️ ต่อที่2 รับคะแนน KTC FOREVER 10 เท่า (คำนวณจากยอดทุก 900 คะแนนที่แลก) ลงทะเบียนผ่านทาง website KTC 🌐 https://go.shell.com/4cx2Ndv:=:https://www.ktc.co.th/promotion/gas-auto/gas/shell?linkId=376225874 หรือผ่านทาง SMS 📱 พิมพ์ SH เว้นวรรค ตามด้วยหมายเลขบัตร 16 หลัก ส่งมาที่ 0613845000 เงื่อนไขโปรโมชันแลกคะแนน - ร่วมรายการเฉพาะบัตรเครดิต KTC ที่มีคะแนนสะสม KTC Forever และมีคะแนนเพียงพอเท่านั้น - การรับเครดิตเงินคืน 10% และ รับคะแนน KTC x10 จะคำนวณจากยอดแลกคะแนนทุก 900 คะแนน - คะแนนปกติ 1 เท่า + คะแนนพิเศษ 9 เท่า - ยอดใช้จ่ายส่วนที่เกินจากการคำนวณทุก 900 บาท จะได้รับคะแนนปกติ - เคทีซีจะทำการเครดิตเงินคืนและคะแนนพิเศษ เข้าบัญชีบัตรฯ ของสมาชิก ภายใน 60 วัน ตั้งแต่ 1 ธ.ค. 66 - 31 พ.ค. 67 สอบถามรายละเอียดเพิ่มเติมได้ที่ KTC PHONE 02 123 5000 หรือคลิก https://go.shell.com/4ctqxiR:=:https://www.ktc.co.th/promotion/gas-auto/gas/shell?linkId=376225876 เงื่อนไขเป็นไปตามที่บริษัท บัตรกรุงไทย จำกัด (มหาชน) กำหนด **************************************** ไม่พลาดทุกข่าวสารและโปรโมชันจากเชลล์ กด LIKE หรือติดตามแฟนเพจไว้เลยที่ Shell หรือที่ SHELL LINE Official Account คลิก https://go.shell.com/49dzh9Q:=:https://line.me/R/ti/p/@shell?from=page&openQrModal=true&searchId=shell เกี่ยวกับผลิตภัณฑ์ การบริการ และคำถามอื่น ๆ กรุณาติดต่อศูนย์บริการลูกค้าเชลล์ 0 2657 9888 วันจันทร์ - เสาร์ 8.00 - 17.00 น. (ยกเว้นวันหยุดนักขัตฤกษ์) เพิ่มเติมเกี่ยวกับเชลล์ คลิก https://go.shell.com/3vuP9qA&utm_source=facebook&utm_medium=social&utm_content=payment_ktc_image_002_1200&utm_campaign=shell_facebook_campaign_th_dec_2023-2024_fbawo_apr-apr_2024:=:https://www.shell.com/ #เชลล์ #ปั๊มเชลล์ #เชลล์ประเทศไทย #shellthailand #โปรโมชัน #บัตรเครดิต #ธนาคาร #creditcard #cashback #ktc,https://www.facebook.com/photo.php?fbid=436159942684225&set=a.130776056555950&type=3,,,Timeline photos,,,,,4.03
TotalEnergies,TotalEnergiesTaiwan,100069894056203,ENERGY_COMPANY,TW,"歡迎來訪道達爾能源 (TotalEnergies) 公司專頁，我們是世界領先能源公司之一。在全球生產及銷售：石油、天然氣、生質能源、綠能、可再生能源及電力。
官網連結: https://totalenergies.tw/",2013-12-16 04:03:52,10345871,10346048,2024-02-23 12:00:00 GMT,2024-02-23,12:00:00,Photo,"3,009",1848,492,60,7,36,535,7,16,8,,-,0,0,0,N/A,https://www.facebook.com/100069894056203/posts/690646569941805,各位騎士車友們～ 有看過這兩種小箭頭的請舉手 🙋🏻‍♂️ 台灣部分路口的機車停等區 近期新增了直行、右轉的小小箭頭 雖然看起來挺可愛 但似乎多數人都不太清楚用意 其實這迷你的「分流式指向線」 目的是想要提醒停等紅綠燈的騎士 在進入停等格之前，可先自行做好分流 以避免綠燈起步，因左側車輛要右轉 右側車輛要直行而發生碰撞 💥 由於目前還屬於非強制性標線的階段 所以僅有部分縣市區域有標示 相信若有成效，未來會有更多地方做此規劃～ 大家覺得有幫助嗎？ 歡迎到留言區跟我們說說你的想法喔 #TotalEnergiesInspire,https://www.facebook.com/photo.php?fbid=690644703275325&set=a.607452211594575&type=3,,,,,,,,4.02
TotalEnergies,TotalEnergiesMadagascar,100064623674302,ENERGY_COMPANY,FR,"Ouvert du Lundi au Vendredi de 8h à 12h et de 13h à 17h
",2014-03-28 06:50:30,10284208,10286627,2024-02-03 08:34:51 GMT,2024-02-03,08:34:51,Photo,539,438,2,2,92,0,0,0,0,5,,-,0,0,0,N/A,https://www.facebook.com/100064623674302/posts/765265325637583,⚽⚽⚽Ensemble Vibrons Football 🔊🔊🔊Offre Exclusive sur l'eshop TotalEnergies !!! Découvrez et achetez la Pocket Sunshine collector à l'occasion de la CAN TotalEnergies et obtenez un porte-clés et une Vuvuzela 😍 Rendez-vous ici 👉 https://eshop-station.com/:=:https://eshop-station.com/country,https://www.facebook.com/TotalEnergiesMadagascar,,,TotalEnergies,,,,,4.02
TotalEnergies,TotalEnergiesTunisie,100082900030912,ENERGY_COMPANY,TN,"TotalEnergies est une compagnie multi-énergies mondiale
de production et de fourniture d’énergies : pétrole et
biocarburants, gaz naturel et gaz verts, renouvelables et
électricité.",2013-03-14 15:25:48,10266776,10269808,2024-01-21 10:00:01 GMT,2024-01-21,10:00:01,Photo,"2,864",2539,189,31,78,0,9,1,3,14,,-,0,0,0,N/A,https://www.facebook.com/100082900030912/posts/358270030279662,البرموات مازالوا متواصلين 📣📅 حتى ال12 فيفري تمتّع بremise على زيت ELF تخلط ال 10%. أدخل هوني 👇 كان تحب تعرف أكثر معلومات على الpromo و les stations participantes. https://services.totalenergies.tn/campagne-promotionnelle-quartz-elf-janvier-2024,https://www.facebook.com/photo.php?fbid=358269746946357&set=a.290372587069407&type=3,,PROMOTION Rendez-vous dans les points de vente participants -10% eIfO EVOLUTION 500 500TS UTION 15W-40 elfo elf EV EVOLL TION 500 SO0T 20W-50 50 수a 題 elfo S00TS 15W-40 中 අ්්ള 福,,,,,,4.02
Shell Botswana,ShellBotswana,100063934366221,ENERGY_COMPANY,IN,"Welcome to the official Facebook page of Shell in Botswana, managed in partnership with Vivo Energy B",2018-11-14 12:11:47,9592542,9598707,2024-03-28 16:30:44 GMT,2024-03-28,16:30:44,Native Video,244,226,3,1,13,0,1,0,0,0,owned,Yes,69890,69890,0,00:00:42,https://www.facebook.com/100063934366221/posts/841235768017561,"Holiday, road trip and snack or two is the perfect combination Get more for less at Shell Select nationwide and indulge in the perfect pairing of discounted delights. #DeliciousBrunchDeal.",https://www.facebook.com/ShellBotswana/videos/7050418598413640/,,,COMBO DEALS ANIM4.mp4,,,,,4
TotalEnergies,TotalEnergiesCote.Ivoire,100078013324741,ENERGY_COMPANY,CI,"TotalEnergies est une compagnie multi-énergies mondiale de production et de fourniture d'énergies : pétrole et biocarburants, gaz naturel et gaz verts, renouvelables et électricité",2019-06-20 12:04:41,10316400,10321748,2024-05-10 09:58:01 BST,2024-05-10,09:58:01,Photo,272,254,3,4,8,1,1,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/100078013324741/posts/448536914423416,"💡 Vous avez un projet innovant ou une startup de moins de trois ans qui peut faire bouger les choses dans votre pays ? 🚀 C’est le moment de déposer votre dossier de candidature sur notre site pour tenter de devenir Startupper de l’Année ! ➡️ Pour en savoir plus et candidater, rendez-vous jusqu'au 18 juin sur https://startupper.totalenergies.com:=:https://startupper.totalenergies.com/fr #ChallengeStartupper #TotalEnergies #EspritPionnier #100ans100startuppers",https://www.facebook.com/photo.php?fbid=448536331090141&set=a.317829040827538&type=3,,100STARTUPPERS EDITION 2024 100 STARTUPPERS OF HE YEAR by TotalEnergies,,,,,,4
TotalEnergies,TotalEnergiesSpain,100063829036147,ENERGY_COMPANY,ES,"TotalEnergies es una gran empresa multi-energías que produce y comercializa energías a escala mundial: petróleo y biocombustibles, gas natural y gases no contaminantes, energías renovables y electricidad. ",2019-09-05 08:39:15,10284433,10287670,2024-03-14 08:23:46 GMT,2024-03-14,08:23:46,Photo,104,83,5,10,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063829036147/posts/876564707814489,"En ELF, la innovación y la audacia siempre han estado en el corazón de nuestro ADN. Las motos deportivas ELF de 1978 a 1988 representan una época en la que la imaginación y el ingenio convergieron para redefinir los estándares del motociclismo deportivo 🏍️, dejando una huella indeleble en el panorama de las carreras. Estas máquinas revolucionarias siguen siendo un testimonio de nuestro compromiso con la excelencia y la innovación. La creación del vehículo de dos ruedas, en colaboración con fabricantes como Yamaha, Honda y Peugeot, fue una cuestión de forma de expresión. El objetivo primordial de ELF era mostrar a la gente que la empresa era integradora en términos de tecnología innovadora 😎",https://www.facebook.com/photo.php?fbid=876563357814624&set=a.761364592667835&type=3,,,,,,,,4
TotalEnergies,TotalEnergiesSerbia,100064782726181,ENERGY_COMPANY,RS,"TotalEnergies je globalna multi-energetska kompanija koja proizvodi i plasira na tržište naftu, biogoriva, prirodni i ekološki gas, energiju dobijenu iz obnovljivih izvora i električnu energiju. ",2017-02-18 20:19:29,10276582,10277170,2024-01-30 09:00:00 GMT,2024-01-30,09:00:00,Photo,204,196,7,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064782726181/posts/757527839749967,"Quartz Box je ekološki efikasan koncept pakovanja, koji sadrži manje plastike, dok našim kupcima nudi inovativno rešenje za skladištenje i optimizovanu logistiku. 📦 ♻",https://www.facebook.com/photo.php?fbid=757527756416642&set=a.695051315997620&type=3,,,,,,,,4
TotalEnergies,TotalEnergiesBurkinaFaso,100064826075903,ENERGY_COMPANY,FR,Page officielle TotalEnergies Marketing Burkina,2016-09-19 13:22:34,10267428,10269478,2024-01-02 21:09:19 GMT,2024-01-02,21:09:19,Native Video,76,68,1,5,1,0,0,1,0,0,owned,Yes,48586,48626,0,00:00:04,https://www.facebook.com/100064826075903/posts/773040904866772,"2024 est là , Prêts ? Embarquons pour des aventures enflammées, où chaque battement de notre cœur vibre au rythme du ballon rond. ⚽🌟 Bonne année 2024 #HappyNewYear2024 #CAN2024 #BonneAnnée2024 #TotalEnergies #TotalEnergiesBurkina #TotalEnergiesMarketingBurkina",https://www.facebook.com/TotalEnergiesBurkinaFaso/videos/1543954686392825/,,,,,,,,4
TotalEnergies,TotalEnergiesKenya,100067003997333,ENERGY_COMPANY,KE,TotalEnergies is a broad energy company that produces & markets energies on a global scale: oil& biof,2012-08-16 09:45:53,10315699,10321671,2024-02-02 06:01:16 GMT,2024-02-02,06:01:16,Native Video,132,92,25,12,3,0,0,0,0,0,owned,Yes,598,1044,0,00:01:27,https://www.facebook.com/100067003997333/posts/706631741580286,We join our Chinese clients in celebrating the New year of the dragon 感谢您与我们同行.祝您新年快乐，万事如意，家庭幸福美满,https://www.facebook.com/TotalEnergiesKenya/videos/366923252742757/,,,,,,,,4
Chevron,Chevron,100064655985120,ENERGY_COMPANY,US,"This is the official Facebook page of Chevron. 
Our greatest resource is our people. Their ingenuity, creativity and collaboration have met the complex challenges of energy’s past. Together, we’ll take on the future.",2010-01-21 23:51:06,1215592,1212392,2024-02-22 23:36:00 GMT,2024-02-22,23:36:00,Photo,"1,404",1049,116,103,118,7,3,1,2,5,,-,0,0,0,N/A,https://www.facebook.com/100064655985120/posts/798305685667957,Did you know? Chevron’s production hit a record 3.1 million barrels of oil-equivalent per day last year. Learn how Chevron is working to meet growing demand: https://chevron.co/innovation-fuels-lower-carbon-fb:=:https://www.chevron.com/newsroom/2024/q1/innovation-fuels-lower-carbon-record-production?utm_source=facebook&utm_medium=social&utm_campaign=corporate&utm_content=3495849,https://www.facebook.com/photo.php?fbid=798305655667960&set=a.641356874696173&type=3,,,,,,,,4
TotalEnergies,TotalEnergiesHungary,100064689102530,ENERGY_COMPANY,FR,"A TotalEnergies egy olyan energetikai vállalat, amely globális szinten termel és értékesít energiákat: kőolajat és bioüzemanyagokat, földgázt és zöldgázokat, megújuló energiaforrásokat és villamos energiát.",2012-06-25 15:15:15,10293893,10293976,2024-05-26 07:00:03 BST,2024-05-26,07:00:03,Photo,"1,510",662,347,8,1,10,479,0,2,1,,-,0,0,0,N/A,https://www.facebook.com/100064689102530/posts/860073136158982,"🚗⛽️ Ha világít az üzemanyagjelző lámpa, az azt jelenti, hogy az autó már a tankban lévő tartalék üzemanyagot használja. Ez károsíthatja a szivattyút, amibe levegő kerülhet. Ez persze nem azt jelenti, hogy az autó nem megy tovább. A hatótávolságot az autó típusa és a vezetési stílus határozza meg. Mennyire szokta leengedni az üzemanyag szintet? Inkább gyakrabban tankol, vagy az utolsó pillanatban?",https://www.facebook.com/photo.php?fbid=860073136158982&set=a.713493560816941&type=3,,"Milyen gyakran tankol? RÖGTÖN, HAÉGALÁMPA HA ÉG A LÁMPA NEM SIETEM EL",Timeline photos,,,,,3.99
Shell,ShellThailand,100088706675032,ENERGY_COMPANY,IN,"ให้เชลล์เป็นส่วนหนึ่งในการเติมพลัง... เพื่อขับเคลื่อนการเดินทางไปด้วยกันกับคุณ
",2022-12-06 13:28:42,9635535,9636278,2024-05-05 03:00:04 BST,2024-05-05,03:00:04,Photo,"1,919",1860,6,42,10,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100088706675032/posts/460019743631578,เมื่อเติมน้ำมันที่ปั๊มเชลล์ ครบทุก 800 บาท/เซลส์สลิป 💳 👆 ต่อที่ 1 รับเครดิตเงินคืนสูงสุด 10%* > พิมพ์ GAS วรรค ตามด้วยหมายเลขบัตรเครดิต 12 หลักสุดท้าย ส่งมาที่ 4545111 (ค่าส่ง 3 บาท/ครั้ง) ยกเว้นผู้ถือบัตรเครดิตยูโอบี รีเสิร์ฟ และยูโอบีอินฟินิท เข้าร่วมรายการได้โดยไม่ต้องลงทะเบียน SMS ลูกค้าธนาคารยูโอบีที่ถือบัตรเครดิตภายใต้แบรนด์ซิตี้สามารถเข้าร่วมโปรโมชันนี้ได้ และจำกัดสิทธิ์รวมกัน ✌️ ต่อที่ 2 แลกรับเครดิตเงินคืนสูงสุด 15%** เมื่อใช้คะแนนสะสมทุก 800 คะแนน > พิมพ์ GPT วรรค ตามด้วยหมายเลขบัตรเครดิต 12 หลักสุดท้าย ส่งมาที่ 4545111 (ค่าส่ง 3 บาท/ครั้ง) ลูกค้าธนาคารยูโอบีที่ถือบัตรเครดิตภายใต้แบรนด์ซิตี้สามารถเข้าร่วมโปรโมชันนี้ได้ และจำกัดสิทธิ์รวมกัน ผู้ถือบัตรต้องลงทะเบียนเพื่อเข้าร่วมรายการทุกกรณี เริ่มตั้งแต่วันที่ 1 เมษายน 2567 – 31 มีนาคม 2568 รายละเอียดเพิ่มเติมและลงทะเบียนได้เลยตั้งแต่วันนี้ คลิก https://go.shell.com/3Qrex7X:=:https://www.uob.co.th/?linkId=414399239 หรือติดต่อศูนย์บริการลูกค้าธนาคารยูโอบี โทร. 0 2285 1555 *เงื่อนไขเป็นไปตามที่ธนาคารกำหนด 📢 ติดตามทุกข่าวสารและโปรโมชันจากเชลล์ ได้ที่ แฟนเพจ Shell ช่องทาง LINE OA 📱 https://go.shell.com/3JFUtuI:=:https://line.me/R/ti/p/@shell?from=page&openQrModal=true&searchId=shell หรือเว็บไซต์ 🌐 https://go.shell.com/3QnOWwG:=:https://www.shell.co.th/ #เชลล์ #ปั๊มเชลล์ #เชลล์ประเทศไทย #shellthailand #โปรโมชัน #บัตรเครดิต #ธนาคาร #creditcard #cashback #uob,https://www.facebook.com/photo.php?fbid=460019743631578&set=a.130776056555950&type=3,,,Timeline photos,,,,,3.98
TotalEnergies,TotalEnergiesItaly,100064337095669,ENERGY_COMPANY,IT,"TotalEnergies è un' azienda multi-energetica mondiale che si occupa di produzione e fornitura di energia su scala globale: petrolio e biocarburanti, gas naturale e gas green, energie rinnovabili ed energia elettrica.

",2015-09-10 10:02:00,10292898,10293178,2024-03-01 17:24:01 GMT,2024-03-01,17:24:01,Photo,207,192,3,11,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064337095669/posts/804617615026134,"Il brivido dell'attesa sta per trasformarsi in pura adrenalina: i test pre-stagionali sono andati, annunciando l'inizio di un'annata epica nel WEC! Pronti per i 1812 km del Qatar che apriranno le danze? Dopo una stagione 2023 memorabile, che ha visto il WEC accogliere nuovi grandi costruttori come Ferrari, Porsche, e Cadillac, il 2024 si preannuncia ancora più entusiasmante. Si comincia dal debutto del Circuito di Losail del Qatar! Che vinca il migliore 💪🏻",https://www.facebook.com/photo.php?fbid=804617601692802&set=a.708310617990168&type=3,,,,,,,,3.98
TotalEnergies,TotalEnergiesCote.Ivoire,100078013324741,ENERGY_COMPANY,CI,"TotalEnergies est une compagnie multi-énergies mondiale de production et de fourniture d'énergies : pétrole et biocarburants, gaz naturel et gaz verts, renouvelables et électricité",2019-06-20 12:04:41,10307048,10312439,2024-02-03 16:58:56 GMT,2024-02-03,16:58:56,Native Video,179,162,0,4,9,0,0,0,1,3,owned,Yes,13762,13763,0,00:02:33,https://www.facebook.com/100078013324741/posts/392752313335210,"La rencontre entre deux favoris de la compétition, le Nigeria 🇳🇬 et l'Angola 🇦🇴, a été explosive. Ces quarts de finale promettent une ambiance festive 🎉. Découvrez les réactions des supporters à la fin de cette grande rencontre. #TotalEnergiesAFCON2023 #AmbianceDeMatch #EnsembleVibronsFootball",https://www.facebook.com/TotalEnergiesCote.Ivoire/videos/906521804360254/,,,,,,,,3.98
TotalEnergies,TotalEnergiesSlovenia,100070565635967,ENERGY_COMPANY,SI,"TotalEnergies je energetsko podjetje širokega obsega, ki proizvaja in nudi različne vrste energetskih rešitev: nafto in biogoriva, zemeljski plin in zeleni pline, obnovljive vire energije in elektriko.",2021-07-12 12:24:01,10289065,10289160,2024-03-09 07:00:10 GMT,2024-03-09,07:00:10,Photo,350,228,75,16,3,2,25,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/100070565635967/posts/447612070934310,"Avtomobili s pogonom na vodik utirajo pot v bolj zeleno prihodnost. 🌱 Poslovite se od emisij izpušnih plinov in pozdravite trajnost! Ali morda veste, katere znamke avtomobilov imajo modele s pogonom na vodik? #Hydroenergy #CleanDriving #GreenFuture 🌍🚗",https://www.facebook.com/photo.php?fbid=447612044267646&set=a.352790600416458&type=3,,,,,,,,3.98
